Episod,Title,Day,Month,Year,Rate,link
460,Kyodai Kantai Arawaru: Shuurai! Shirohige Kaizokudan,1,8,2010,9.2,https://www.imdb.com//title/tt1688395
461,Kessen no Makuake! Ace to Shirohige no Kako,8,8,2010,9.2,https://www.imdb.com//title/tt1690915
462,Sekai o Horobosu Chikara! Guragura no Mi no Nouryoku,15,8,2010,9.1,https://www.imdb.com//title/tt1712156
463,Subete o Yakitsukusu!! Taishou Akainu no Chikara!,22,8,2010,9.2,https://www.imdb.com//title/tt1712154
464,Majin no Shison! Little Oars Jr. Bakushin!,29,8,2010,9.1,https://www.imdb.com//title/tt1712155
465,Shousha dake ga Seigi Hatsudou! Sengoku no Sakusen!,5,9,2010,9.3,https://www.imdb.com//title/tt1712157
466,Mugiwara Team Touchaku Fuunkyuu o Tsugeru Senjou,12,9,2010,9.4,https://www.imdb.com//title/tt1726840
467,Shinde mo Tasukeru: Luffy vs Kaigun Battle Start,19,9,2010,9.3,https://www.imdb.com//title/tt1730291
468,Gekisen no Renzoku! Nouryokusha Gundan VS Nouryokusha Gundan,26,9,2010,9.2,https://www.imdb.com//title/tt1738338
469,Kuma ni Okita Ihen Iva-san Ikari no Ichigeki,3,10,2010,9.0,https://www.imdb.com//title/tt1738339
470,Kengou Mihawk Luffy ni Semaru Kokutou no Zangeki,10,10,2010,9.2,https://www.imdb.com//title/tt1753074
471,Senmetsu Sakusen Shidou: Pacifista Gundan no Iryoku,17,10,2010,9.1,https://www.imdb.com//title/tt1753073
472,Akainu no Bouryaku! Otoshiirerareta Shirohige,24,10,2010,9.2,https://www.imdb.com//title/tt1789622
473,Houiheki Sadou! Shirohige Kaizokudan Zettaizetsumei!!,31,10,2010,9.2,https://www.imdb.com//title/tt1791426
474,Shokei Shikkou Shirei Kudaru: Houiheki o Toppa Seyo!,7,11,2010,9.5,https://www.imdb.com//title/tt1799490
475,Saishuu Kyokumen Totsunyuu! Shirohige Kishikaisei no Itte,14,11,2010,9.3,https://www.imdb.com//title/tt1799492
476,Luffy Chikaratsuku! Oris Hiroba no Souryokusen!!,21,11,2010,9.2,https://www.imdb.com//title/tt1799491
477,Inochi o Kezuru Chikara: Tension Hormone Futatabi,28,11,2010,9.1,https://www.imdb.com//title/tt1799493
478,Yakusoku no Tame ni!! Gekitou! Luffy to Coby,5,12,2010,9.3,https://www.imdb.com//title/tt1799495
479,Shokeidai Mokuzen! Hirakareta Ace e no Michi!!,12,12,2010,9.2,https://www.imdb.com//title/tt1799494
480,Sorezore no Eranda Michi: Luffy vs Garp!,19,12,2010,9.5,https://www.imdb.com//title/tt1799489
481,Ace Kyuushutsu! Shirohige Saigo no Senchou Meirei!,26,12,2010,9.5,https://www.imdb.com//title/tt1805117
482,Hi o mo Yaki Tsukusu Chikara: Akainu Hijou no Tsuigeki,9,1,2011,9.7,https://www.imdb.com//title/tt1806725
483,Kotae o Sagashite: Hiken Ace Senjou ni Shisu,16,1,2011,9.7,https://www.imdb.com//title/tt1821284
484,Kaigun Honbu Houkai! Shirohige Kotobanaki Ikari!,23,1,2011,9.7,https://www.imdb.com//title/tt1824873
485,Kejime o Tsukeru: Shirohige vs Kurohige Kaizokudan,30,1,2011,9.7,https://www.imdb.com//title/tt1830404
486,Show no Kaimaku: Akasareta Kurohige no Takurami,6,2,2011,9.4,https://www.imdb.com//title/tt1842257
487,Akainu no Shuunen! Luffy o Osou Magma no Kobushi,13,2,2011,9.2,https://www.imdb.com//title/tt1841452
488,Hisshi no Sakebi: Unmei o Kaeru Yuuki Aru Suubyou,20,2,2011,9.5,https://www.imdb.com//title/tt1848733
489,Shanks Kenzan! Choujou Sensou Tsui ni Shuuketsu,6,3,2011,9.5,https://www.imdb.com//title/tt1858363
490,"Gun'yuu Kakkyo Su! ""Atarashii Jidai"" no Hajimari!",20,3,2011,8.5,https://www.imdb.com//title/tt1869198
491,Nyougashima Jouriku: Luffy o Semeru Kakoku na Genjitsu,27,3,2011,8.6,https://www.imdb.com//title/tt1874353
492,"Saikyou Tag! Funtou, Luffy to Toriko!",3,4,2011,5.4,https://www.imdb.com//title/tt1926942
493,Luffy to Ace: Kyoudai no Deai no Monogatari!,10,4,2011,8.3,https://www.imdb.com//title/tt1926941
494,Sabo Toujou! Gray Terminal no Shounen,17,4,2011,8.1,https://www.imdb.com//title/tt1934945
495,Ore wa Nigenai: Ace Kesshi no Kyuushutsu Sakusen,24,4,2011,7.8,https://www.imdb.com//title/tt1934946
496,Itsuka Umi e! Sannin no Akudou Chikai no Sakazuki!,1,5,2011,8.0,https://www.imdb.com//title/tt1934947
497,Dadan Ikka to no Wakare!? Kansei! Himitsu Kichi,8,5,2011,7.8,https://www.imdb.com//title/tt1941349
498,Luffy Deshiiri!? Kaizoku Ou to Tatakatta Otoko!,15,5,2011,7.4,https://www.imdb.com//title/tt1941350
499,Ootora to no Kessen! Senchou ni Naru no wa Dare Da!,22,5,2011,7.4,https://www.imdb.com//title/tt1954051
500,Ubawareta Jiyuu! Sankyoudai ni Semaru Kizoku no Wana,29,5,2011,7.7,https://www.imdb.com//title/tt1961116
501,Hanatareta Honoo: Gray Terminal no Kiki,5,6,2011,7.9,https://www.imdb.com//title/tt1961117
502,Jiyuu wa Doko ni Aru? Shounen no Kanashiki Funade,12,6,2011,7.8,https://www.imdb.com//title/tt1964330
503,Yoroshiku Tanomu! Kyoudai kara Todoita Tegami!,19,6,2011,8.9,https://www.imdb.com//title/tt1971298
504,Yakusoku o Hatasu Tame: Sorezore no Tabidachi!,26,6,2011,8.2,https://www.imdb.com//title/tt1977645
505,Aitsura ni Aitee! Luffy Namida no Sakebi,3,7,2011,9.1,https://www.imdb.com//title/tt1984977
506,Mugiwara no Ichimi Gekishin! Motarasareta Kyouhou,10,7,2011,7.9,https://www.imdb.com//title/tt1988500
507,Meiou Rayleigh to no Saikai: Luffy Ketsudan no Toki,17,7,2011,7.9,https://www.imdb.com//title/tt1995218
508,Senchou no Moto e: Sorajima no Datsugoku to Fuyujima no Jiken,31,7,2011,7.3,https://www.imdb.com//title/tt2011835
509,Sesshoku! Daikengou Mihawk: Zoro Iji no Shitou,7,8,2011,7.6,https://www.imdb.com//title/tt2022280
510,Sanji no Junan: Oukoku e to Kikan Shita Joou!,14,8,2011,7.5,https://www.imdb.com//title/tt2022279
511,Masaka no Saijouriku! Luffy Marineford e!,21,8,2011,8.1,https://www.imdb.com//title/tt2042402
512,Nakama ni Todoke: Kakemeguru Dai News!,28,8,2011,7.9,https://www.imdb.com//title/tt2042403
513,Ugokidasu Kaizoku-tachi! Kyoutendouchi no Shinsekai,4,9,2011,7.4,https://www.imdb.com//title/tt2048663
514,Jigoku o Ikinuke: Sanji Otoko o Kaketa Shoubu,11,9,2011,7.2,https://www.imdb.com//title/tt2055540
515,Madamada Tsuyoku Naru! Zoro Senchou e no Chikai,18,9,2011,7.8,https://www.imdb.com//title/tt2063546
516,Luffy Shugyou Kaishi: 2-nengo ni Yakusoku no Basho de,25,9,2011,9.1,https://www.imdb.com//title/tt2081067
517,Shinshou Kaimaku: Saishuuketsu! Mugiwara no Ichimi,2,10,2011,9.1,https://www.imdb.com//title/tt2081068
518,Isshokusokuhatsu! Luffy Tai Nise Luffy,9,10,2011,8.2,https://www.imdb.com//title/tt2081066
519,Kaigun Shutsudou: Nerawareta Mugiwara no Ichimi,16,10,2011,7.9,https://www.imdb.com//title/tt2093030
520,Oomono Shuuketsu: Nise Mugiwara Ichimi no Kyoui,23,10,2011,7.8,https://www.imdb.com//title/tt2093029
521,Sentou Kaishi! Misero Shugyou no Seika!,30,10,2011,9.2,https://www.imdb.com//title/tt2175465
522,Zen'in Shuugou: Luffy Shinsekai e no Funade,6,11,2011,8.6,https://www.imdb.com//title/tt2192933
523,Kyougaku no Shinjitsu: Sunny-gou o Mamotta Otoko,13,11,2011,7.9,https://www.imdb.com//title/tt2235381
524,Kaichuu no Shitou: Arawareta Oounabara no Akuma,20,11,2011,7.5,https://www.imdb.com//title/tt2240741
525,Shinkai de Sounan: Hagureta Mugiwara no Ichimi,27,11,2011,7.5,https://www.imdb.com//title/tt2240743
526,Kaitei Kazan Funka! Nagasarete Gyojintou,4,12,2011,7.5,https://www.imdb.com//title/tt2246485
527,Gyojintou Jouriku: Uruwashiki Ningyo-tachi,11,12,2011,7.6,https://www.imdb.com//title/tt2261087
528,Koufun Bakuhatsu! Sanji Seimei no Kiki!,18,12,2011,7.3,https://www.imdb.com//title/tt2261085
529,Gyojintou Metsubou!? Sharley no Yogen,25,12,2011,7.3,https://www.imdb.com//title/tt2264771
530,Gyojintou no Ou: Kaishin Neptune!,8,1,2012,7.3,https://www.imdb.com//title/tt2202482
531,Ryuuguujou! Tasuketa Same ni Tsurerarete,15,1,2012,7.1,https://www.imdb.com//title/tt2293140
532,Yowamushi de Nakimushi! Koukakutou no Ningyo Hime,22,1,2012,7.2,https://www.imdb.com//title/tt2293144
533,Kinkyuu Jitai Hassei: Senkyo Sareta Ryuuguujou,29,1,2012,7.3,https://www.imdb.com//title/tt2293142
534,Ryuuguujou Gekishin! Shirahoshi Yuukai Jiken,5,2,2012,7.5,https://www.imdb.com//title/tt2223925
535,Hody Shuurai: Fukushuu Keikaku no Hajimari,12,2,2012,7.2,https://www.imdb.com//title/tt2293146
536,Ryuuguujou no Kessen! Zoro Tai Hody,19,2,2012,7.7,https://www.imdb.com//title/tt2293150
537,Shirahoshi o Mamore: Decken no Tsuigeki,26,2,2012,7.7,https://www.imdb.com//title/tt2293152
538,Ichimi Haiboku!? Hody Ryuuguujou Seiatsu,4,3,2012,7.6,https://www.imdb.com//title/tt2293156
539,Yomigaeru Innen! Nami to Gyojin Kaizokudan!,18,3,2012,7.5,https://www.imdb.com//title/tt2293158
540,Dorei Kaihou no Eiyuu: Boukenka Tiger,25,3,2012,7.7,https://www.imdb.com//title/tt2325411
541,Kizaru Toujou! Tiger o Nerau Wana!,1,4,2012,8.1,https://www.imdb.com//title/tt2293162
542,Team Kessei! Chopper o Sukue,8,4,2012,5.5,https://www.imdb.com//title/tt2293164
543,Eiyuu no Saigo: Tiger Shougeki no Shinjitsu,15,4,2012,8.2,https://www.imdb.com//title/tt2293168
544,Kaizokudan Bunretsu: Jinbe Tai Arlong,22,4,2012,7.5,https://www.imdb.com//title/tt2293170
545,Yureru Gyojintou! Hyouchaku Shita Tenryuubito,29,4,2012,7.3,https://www.imdb.com//title/tt2293172
546,Totsuzen no Higeki! Mirai o Tozasu Kyoudan,6,5,2012,7.9,https://www.imdb.com//title/tt2293176
547,Futatabi Genzai e! Ugokidasu Hody,13,5,2012,7.6,https://www.imdb.com//title/tt2293178
548,Oukoku Gekishin: Neptune Shokei Shirei,20,5,2012,7.5,https://www.imdb.com//title/tt2293180
549,Shoujita Kiretsu! Luffy Tai Jinbe,27,5,2012,7.6,https://www.imdb.com//title/tt2293182
550,Hody no Ihen: Kyouyaku no Shin no Chikara!,1,6,2012,7.0,https://www.imdb.com//title/tt2293184
551,Kessen Hajimaru: Gyoncorde Hiroba!,10,6,2012,7.0,https://www.imdb.com//title/tt2293190
552,Shougeki no Kokuhaku: Otohime Ansatsu no Shinjitsu,17,6,2012,7.2,https://www.imdb.com//title/tt2293192
553,Shirahoshi no Namida! Luffy Tsui ni Toujou,24,6,2012,8.2,https://www.imdb.com//title/tt2293194
554,Dai Gekitotsu! Mugiwara Ichimi VS 10 Man no Teki,1,7,2012,9.0,https://www.imdb.com//title/tt2293196
555,Oowaza Sakuretsu! Zoro Sanji Shutsugeki!,8,7,2012,7.9,https://www.imdb.com//title/tt2293198
556,Hatsu Hirou! Sunny Gou no Himitsu Heiki!,15,7,2012,7.6,https://www.imdb.com//title/tt2293204
557,Iron Pirate! Franky Shougun Toujou,29,7,2012,7.5,https://www.imdb.com//title/tt2307172
558,Noah Sekkin! Gyojintou Kaimetsu no Kiki!,5,8,2012,7.3,https://www.imdb.com//title/tt2307260
559,Isoge Luffy! Shirahoshi Zettaizetsumei,12,8,2012,7.1,https://www.imdb.com//title/tt2320246
560,Gekitou Kaishi! Luffy Tai Hody!,19,8,2012,7.3,https://www.imdb.com//title/tt2320252
561,Dairansen! Ichimi Tai Shin Gyojin Kaizokudan!,26,8,2012,7.3,https://www.imdb.com//title/tt2320254
562,Luffy Haiboku!? Hody Fukushuu no Toki,2,9,2012,7.0,https://www.imdb.com//title/tt2407320
563,Shougeki no Jijitsu! Hody no Shoutai!,9,9,2012,6.9,https://www.imdb.com//title/tt2407332
564,Zero ni! Luffy e no Atsuki Negai!,16,9,2012,7.2,https://www.imdb.com//title/tt2407334
565,Luffy Konshin no Ichigeki! Red Hawk Sakuretsu,23,9,2012,7.7,https://www.imdb.com//title/tt2407328
566,Tsui ni Kecchaku! Hody Saishuu Kessen,30,9,2012,7.6,https://www.imdb.com//title/tt2517694
567,Tomare Noah! Kesshi no Elephant Gatling!,7,10,2012,7.6,https://www.imdb.com//title/tt2517698
568,Mirai e! Taiyou e to Tsuzuku Michi!,14,10,2012,7.8,https://www.imdb.com//title/tt2517700
569,Akasareta Himitsu: Kodai Heiki no Shinjitsu,21,10,2012,7.4,https://www.imdb.com//title/tt2517704
570,Ichimi Kyougaku! Aratanaru Kaigun Gensui!,28,11,2012,7.9,https://www.imdb.com//title/tt2517706
571,Okashizuki! Yonkou Big Mom,4,11,2012,7.9,https://www.imdb.com//title/tt2517714
572,Zento Tanan: Shin Sekai ni Machiukeru Wana,11,11,2012,7.6,https://www.imdb.com//title/tt2517716
573,Tsui ni Shukkou! Sayonara Gyojin-tou,18,11,2012,7.4,https://www.imdb.com//title/tt2517718
574,Shin Sekai e! Saikyou no Umi o Mezashite,25,11,2012,7.4,https://www.imdb.com//title/tt2517724
575,Z no Yabou Hen: Chiisana Kyojin Lily!,2,12,2012,6.9,https://www.imdb.com//title/tt2517726
576,Z no Yabou Hen: Nazo no Saikyou Gundan Toujou!,9,12,2012,6.8,https://www.imdb.com//title/tt2517730
577,Z no Yabou Hen: Kesshi no Dai Dasshutsu Sakusen!,16,12,2012,6.7,https://www.imdb.com//title/tt2488760
578,Z no Yabou Hen: Luffy VS Shuzo!,23,12,2012,6.6,https://www.imdb.com//title/tt2519316
579,Jouriku! Moeru Shima Punk Hazard,8,1,2013,7.5,https://www.imdb.com//title/tt3164816
580,Shakunetsu no Tatakai! Luffy Tai Kyodai Ryuu!,13,1,2013,7.4,https://www.imdb.com//title/tt3164832
581,Ichimi Souzen! Shougeki no Kubi dake Samurai Toujou!,20,1,2013,7.2,https://www.imdb.com//title/tt3164822
582,Kyougaku! Tsui ni Akasareru Shima no Himitsu,27,1,2013,7.3,https://www.imdb.com//title/tt3164828
583,Kodomo-tachi o Sukue! Ichimi Sentou Kaishi,3,2,2013,7.2,https://www.imdb.com//title/tt3183550
584,Kenjutsu Shoubu: Brook Tai Nazo no Doutai Samurai,10,2,2013,7.5,https://www.imdb.com//title/tt3183560
585,Shichibukai! Trafalgar Law,17,2,2013,7.8,https://www.imdb.com//title/tt3183562
586,Dai Pinch: Luffy Gokkan no Mizuumi ni Shizumu,3,3,2013,7.9,https://www.imdb.com//title/tt3183566
587,Gekitotsu! Law VS Smoker Chuujou,17,3,2013,8.3,https://www.imdb.com//title/tt3183568
588,2 Nenburi no Saikai! Luffy to Law,24,3,2013,7.8,https://www.imdb.com//title/tt3183572
589,Sekai Saiaku Kyoufu no Kagakusha Caesar,31,3,2013,7.3,https://www.imdb.com//title/tt3183574
590,Jijou Saikyou Colabo VS Umi no Taishokukan,7,4,2013,5.5,https://www.imdb.com//title/tt3183576
591,Chopper Gekido Master Hidounaru Jikken,14,4,2013,7.4,https://www.imdb.com//title/tt3183578
592,Ichimi Massatsu! Densetsu no Koroshiya Raishuu!,21,4,2013,7.1,https://www.imdb.com//title/tt3183582
593,Nami o Sukue! Luffy Yukiyama no Tatakai,28,4,2013,7.6,https://www.imdb.com//title/tt3183586
594,Kessei! Luffy-Law Kaizoku Doumei!,5,5,2013,7.8,https://www.imdb.com//title/tt3183588
595,Master o Toraero: Kaizoku Doumei Sakusen Kaishi!,12,5,2013,7.4,https://www.imdb.com//title/tt3183590
596,Zenmetsu no Kiki: Shi no Monster Hirai,19,5,2013,7.3,https://www.imdb.com//title/tt3183594
597,Dai-Gekisen: Caesar Shin no Nouryoku Hatsudou!,26,5,2013,7.9,https://www.imdb.com//title/tt3183598
598,Honoo Kirisaku Samurai! Kitsunebi no Kin'emon!,2,6,2013,7.5,https://www.imdb.com//title/tt3183610
599,Shougeki! Nazo no Otoko Vergo no Shoutai!,9,6,2013,7.6,https://www.imdb.com//title/tt3183612
600,Kodomo-tachi o Mamore! Semaru Master no Ma no Te,16,6,2013,7.2,https://www.imdb.com//title/tt3183618
601,Shin Sekai Gekishin: Caesar Akumu no Jikken,23,6,2013,7.2,https://www.imdb.com//title/tt3207476
602,Shijou Saiaku no Satsuriku Heiki! Shinokuni,30,6,2013,7.3,https://www.imdb.com//title/tt3207478
603,Hangeki Kaishi! Luffy-Law Daidasshutsu,7,7,2013,7.8,https://www.imdb.com//title/tt3207482
604,Mezase R-tou! Kaizoku Doumei Kaishingeki!,14,7,2013,7.5,https://www.imdb.com//title/tt3207484
605,Tashigi no Namida: G-5 Kesshi no Toppa Sakusen,21,7,2013,7.4,https://www.imdb.com//title/tt3207486
606,Uragiri no Chuujou! Kichiku no Vergo,28,7,2013,7.5,https://www.imdb.com//title/tt3207490
607,Hakunetsu no Gekisen: Luffy VS Caesar,11,8,2013,8.0,https://www.imdb.com//title/tt3207492
608,Yami no Kuromaku! Doflamingo Ugoku!,18,8,2013,7.6,https://www.imdb.com//title/tt3207494
609,Luffy Toushi!? Kyoufu no Yukionna Monet!,25,8,2013,7.7,https://www.imdb.com//title/tt3207496
610,Butsukaru Kobushi! Futari no Chuujou no Tatakai,1,9,2013,7.4,https://www.imdb.com//title/tt3207500
611,Chiisana Dragon! Momonosuke Arawaru,8,9,2013,7.3,https://www.imdb.com//title/tt3207504
612,Fubuki no Shitou: Mugiwara no Ichimi Tai Yukionna,15,9,2013,7.5,https://www.imdb.com//title/tt3207506
613,Ougi Sakuretsu! Zoro Saikyou no Ittou-ryuu!,22,9,2013,8.9,https://www.imdb.com//title/tt3207508
614,Tomodachi o Mamoru! Mocha Inochi-gake no Tousou,29,9,2013,7.9,https://www.imdb.com//title/tt3207510
615,Chahige Hitsuu! Luffy Ikari no Ichigeki,6,10,2013,7.9,https://www.imdb.com//title/tt3207512
616,Shougeki no Kecchaku! Smoker Tai Vergo!,13,10,2013,9.2,https://www.imdb.com//title/tt3232148
617,Caesar Gekiha! Saikyou no Grizzly Magnum,20,10,2013,8.2,https://www.imdb.com//title/tt3239934
618,Shuurai! Dressrosa kara no Shikaku,27,10,2013,7.6,https://www.imdb.com//title/tt3256530
619,Ooabare! Muteki no Franky Shougun,3,11,2013,7.9,https://www.imdb.com//title/tt3256532
620,Zettai Zetsumei! Punk Hazard Dai-Bakuhatsu,10,11,2013,7.9,https://www.imdb.com//title/tt3256536
621,Caesar o Hokaku-seyo - General Canon Sakuretsu,17,11,2013,7.9,https://www.imdb.com//title/tt3320786
622,Kandou no Saikai! Momonosuke to Kin'emon,24,11,2013,7.8,https://www.imdb.com//title/tt3328046
623,Sekibetsu no Toki - Punk Hazard Shukkou!,1,12,2013,7.6,https://www.imdb.com//title/tt3328148
624,G-5 Kaimetsu! Doflamingo Kyuushuu!,8,12,2013,8.3,https://www.imdb.com//title/tt3328150
625,Kinpaku! Aokiji tai Doflamingo,15,12,2013,8.0,https://www.imdb.com//title/tt3386340
626,Kieta Caesar! Kaizoku Doumei Shutsugeki,22,12,2013,6.7,https://www.imdb.com//title/tt3395452
627,Luffy Umi ni Shisu!? Kaizoku Doumei Houkai,5,1,2014,6.7,https://www.imdb.com//title/tt3395454
628,Daigyakuten! Sakuretsu Luffy Ikari no Tekken,12,1,2014,6.7,https://www.imdb.com//title/tt3424902
629,Gekishin! Shinsekai Ugokasu Dai News,19,1,2014,8.1,https://www.imdb.com//title/tt3424904
630,Bouken! Ai to Jounetsu no Kuni Dressrosa,26,1,2014,7.8,https://www.imdb.com//title/tt3461094
631,Nekkyou Uzumaku: Corrida Colosseum,2,2,2014,8.0,https://www.imdb.com//title/tt3461096
632,Kiken na Koi: Odoriko Violet,9,2,2014,7.7,https://www.imdb.com//title/tt3461104
633,Saikyou no Mumei Senshi! Lucy Toujou,16,2,2014,7.7,https://www.imdb.com//title/tt3522668
634,Kaizoku Kikoushi Cavendish,23,2,2014,7.9,https://www.imdb.com//title/tt3526596
635,Unmei no Saikai: Hyena no Bellamy,2,3,2014,7.8,https://www.imdb.com//title/tt3526598
636,Choushinsei! Hitokui no Bartolomeo,16,3,2014,7.9,https://www.imdb.com//title/tt3571486
637,Gun'yuu Kakkyo! Hakunetsu no B Block!,23,3,2014,7.8,https://www.imdb.com//title/tt3586910
638,Ichigeki Hissatsu! Kyoui no King Punch,30,3,2014,8.0,https://www.imdb.com//title/tt3586916
639,Tougyo Shuurai! Shi no Tekkyou o Toppa Seyo,6,4,2014,7.7,https://www.imdb.com//title/tt3586924
640,Bouken! Yousei no Shima Green Bit,13,4,2014,7.4,https://www.imdb.com//title/tt3647742
641,Shirarezaru Sekai Tontatta Oukoku,20,4,2014,7.5,https://www.imdb.com//title/tt3660966
642,Seiki no Bouryaku: Doflamingo Ugoku,27,4,2014,8.4,https://www.imdb.com//title/tt3660976
643,Tenchi Yurugasu! Taishou Fujitora no Jitsuryoku,4,5,2014,8.4,https://www.imdb.com//title/tt3660982
644,Ikari no Ichigeki! Kyojin vs Lucy,11,5,2014,7.9,https://www.imdb.com//title/tt3710728
645,Hakai-hou Sakuretsu! Lucy Kikiippatsu,18,5,2014,7.5,https://www.imdb.com//title/tt3710730
646,Densetsu no Kaizoku - Don Chinjao!,25,5,2014,9.0,https://www.imdb.com//title/tt3732112
647,Hikari to Kage - Dressrosa ni Hisomu Yami!,1,6,2014,7.6,https://www.imdb.com//title/tt3732114
648,Shutsugeki - Densetsu no Hero Usoland,8,6,2014,7.6,https://www.imdb.com//title/tt3732116
649,Gekisen Kecchaku! Lucy VS Chinjao!,15,6,2014,8.4,https://www.imdb.com//title/tt3784574
650,Luffy to Shukumei no Ken Toushi Rebecca,22,6,2014,7.9,https://www.imdb.com//title/tt3793750
651,Mamorinuku! Rebecca to Omocha no Heitai,29,6,2014,8.0,https://www.imdb.com//title/tt3793752
652,Saigo no Chou Gekisen Ku - D Block Kaisen,6,7,2014,7.6,https://www.imdb.com//title/tt3793760
653,Kessen! Joura vs Mugiwara no Ichimi,13,7,2014,7.4,https://www.imdb.com//title/tt3851126
654,Yoshiken! Hakuba no Cavendish,20,7,2014,7.9,https://www.imdb.com//title/tt3860858
655,Dai Kessen! Sanji VS Doflamingo,3,8,2014,8.4,https://www.imdb.com//title/tt3860860
656,Rebecca no Shi no Ken! Haisui no Kenbu,10,8,2014,7.7,https://www.imdb.com//title/tt3860862
657,Saikyou no Senshi! Logan vs Rebecca,17,8,2014,7.6,https://www.imdb.com//title/tt3923032
658,Shougeki! Omocha no Heitai no Shoutai!,24,8,2014,7.9,https://www.imdb.com//title/tt3945260
659,Senritsu no Kako! Dressrosa no Himitsu,31,8,2014,8.2,https://www.imdb.com//title/tt3945264
660,Akumu! Dressrosa Higeki no Ichiya,7,9,2014,8.3,https://www.imdb.com//title/tt3945262
661,Shichibukai Taiketsu Law VS Doflamingo,14,9,2014,9.1,https://www.imdb.com//title/tt4022280
662,Ryouyuu Aimamieru! Mugiwara to Ten Yasha,21,9,2014,9.1,https://www.imdb.com//title/tt4027082
663,Luffy Kyougaku: Ace no Ishi o Tsugu Otoko,28,9,2014,9.4,https://www.imdb.com//title/tt4027084
664,SOP Sakusen Kaishi: Usoland Totsugeki,5,10,2014,7.6,https://www.imdb.com//title/tt4027088
665,Atsuki Omoi - Rebecca vs. Suleiman,12,10,2014,7.5,https://www.imdb.com//title/tt4087918
666,Shousha Kettei!? D Block Shougeki no Ketsumatsu,19,10,2014,7.8,https://www.imdb.com//title/tt4111088
667,Taishou no Ketsudan - Fujitora vs. Doflamingo,26,10,2014,7.9,https://www.imdb.com//title/tt4111090
668,Kesshou Kaishi: Eiyuu Diamante Toujou,2,11,2014,7.8,https://www.imdb.com//title/tt4111094
669,Ugoku Shiro! Saikou Kanbu Pica Shutsugen,9,11,2014,7.6,https://www.imdb.com//title/tt4111096
670,Ryuu no Tsume Sakuretsu! Lucy Kyoui no Ichigeki!,16,11,2014,8.0,https://www.imdb.com//title/tt4185176
671,Tatou Sugar: Kodomo no Heitai Totsugeki!,23,11,2014,7.7,https://www.imdb.com//title/tt4190760
672,Saigo no Hikari: Warera ga Taichou no Himitsu!,30,11,2014,7.8,https://www.imdb.com//title/tt4190762
673,Panku Ningen: Gladius Dai Bakuhatsu!,7,12,2014,7.7,https://www.imdb.com//title/tt4190764
674,Usotsuki Usoland Tousouchuu!,14,12,2014,7.9,https://www.imdb.com//title/tt4265648
675,Unmei no Deai: Kyros to Riku Ou,21,12,2014,8.4,https://www.imdb.com//title/tt4277068
676,Sakusen Shippai! Eiyuu Usoland Shisu!?,28,12,2014,8.6,https://www.imdb.com//title/tt4277070
677,Densetsu Fukkatsu! Kyros Konshin no Ichigeki,11,1,2015,9.3,https://www.imdb.com//title/tt4317148
678,Kaken Sakuretsu! Fukkatsu Meramera no Mi no Chikara,18,1,2015,9.3,https://www.imdb.com//title/tt4359248
679,Sassou Toujou: Kakumeigun Sanbou Souchou Sabo!,25,1,2015,8.5,https://www.imdb.com//title/tt4359252
680,Akuma no Wana: Dressrosa Senmetsu Sakusen,1,2,2015,8.6,https://www.imdb.com//title/tt4359254
681,Go-oku no Otoko: Nerawareta Usoland!,8,2,2015,8.1,https://www.imdb.com//title/tt4416190
682,Tekijin Toppa: Luffy Zoro Hangeki Kaishi,15,2,2015,7.7,https://www.imdb.com//title/tt4429484
683,Daichi Meidou: Hakai Kami Kyoudai Pica Kourin,1,3,2015,8.0,https://www.imdb.com//title/tt4453514
684,Daishuuketsu! Luffy to Kyouaku Senshi Gundan,15,3,2015,7.8,https://www.imdb.com//title/tt4539342
685,Kaishingeki! Luffy Gundan vs Pica!,22,3,2015,8.0,https://www.imdb.com//title/tt4539346
686,Shougeki Kokuhaku! Law Atsuki Tamashii no Chikai!,29,3,2015,7.9,https://www.imdb.com//title/tt4559752
687,Daigekitotsu! Sanbou Souchou Sabo vs Taishou Fujitora,5,4,2015,8.6,https://www.imdb.com//title/tt4559754
688,Zettaizetsumei: Wana ni Kakatta Luffy!,12,4,2015,7.7,https://www.imdb.com//title/tt4581698
689,Daidasshutsu! Luffy Kishikaisei no Elephant Gun,19,4,2015,7.8,https://www.imdb.com//title/tt4625638
690,Kyoudousensen: Luffy Shouri e no Toppakou,26,4,2015,7.5,https://www.imdb.com//title/tt4625640
691,Futarime no Samurai: Yuudachi Kanjuurou Toujou,3,5,2015,7.5,https://www.imdb.com//title/tt4673882
692,Funtou to no Pica: Zoro Ichi Todome no Ichigeki,10,5,2015,8.2,https://www.imdb.com//title/tt4673888
693,Kobito no Hime: Toraware no Mansherry,17,5,2015,7.3,https://www.imdb.com//title/tt4673900
694,Fujimi! Kyoufu no Atamawari Ningyou Gundan,24,5,2015,7.2,https://www.imdb.com//title/tt4692308
695,Inochi Kakete! Luffy wa Shouri no Kirifuda,31,5,2015,8.0,https://www.imdb.com//title/tt4692312
696,Namida no Saikai: Rebecca to Kyros,7,6,2015,8.4,https://www.imdb.com//title/tt4692314
697,Ichigeki Hissatsu: Dressrosa o Sukuu Otoko,14,6,2015,9.1,https://www.imdb.com//title/tt4768016
698,Ikari Bakuhatsu: Luffy Law Saikyou no Hisaku,21,6,2015,9.3,https://www.imdb.com//title/tt4768018
